 Function Name                          Address         Relative Address Ordinal          Filename            Full Path                                Type
   _UserTestTokenForInteractive         0x7dcc556a      0x0007556a       2326 (0x916)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   ActivateKeyboardLayout               0x7dc79485      0x00029485       1502 (0x5de)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AddClipboardFormatListener           0x7dcc7f47      0x00077f47       1503 (0x5df)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AdjustWindowRect                     0x7dc79667      0x00029667       1504 (0x5e0)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AdjustWindowRectEx                   0x7dc7583a      0x0002583a       1505 (0x5e1)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   AlignRects                           0x7dcc954c      0x0007954c       1506 (0x5e2)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AllowForegroundActivation            0x7dca9e86      0x00059e86       1507 (0x5e3)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AllowSetForegroundWindow             0x7dc809a0      0x000309a0       1508 (0x5e4)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AnimateWindow                        0x7dc82b8d      0x00032b8d       1509 (0x5e5)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   AnyPopup                             0x7dcc561c      0x0007561c       1510 (0x5e6)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AppendMenuA                          0x7dcc698b      0x0007698b       1511 (0x5e7)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AppendMenuW                          0x7dcac0b9      0x0005c0b9       1512 (0x5e8)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   ArrangeIconicWindows                 0x7dc8eb9a      0x0003eb9a       1513 (0x5e9)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   AttachThreadInput                    0x7dc71d4c      0x00021d4c       1514 (0x5ea)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BeginDeferWindowPos                  0x7dc8f110      0x0003f110       1515 (0x5eb)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BeginPaint                           0x7dc70eba      0x00020eba       1516 (0x5ec)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   BlockInput                           0x7dcc7f67      0x00077f67       1517 (0x5ed)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BringWindowToTop                     0x7dc77ba7      0x00027ba7       1518 (0x5ee)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BroadcastSystemMessage               0x7dcc6a32      0x00076a32       1519 (0x5ef)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BroadcastSystemMessageA              0x7dcc6a32      0x00076a32       1520 (0x5f0)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   BroadcastSystemMessageExA            0x7dcc6a0b      0x00076a0b       1521 (0x5f1)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BroadcastSystemMessageExW            0x7dcac139      0x0005c139       1522 (0x5f2)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BroadcastSystemMessageW              0x7dcac160      0x0005c160       1523 (0x5f3)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   BuildReasonArray                     0x7dcc3185      0x00073185       1524 (0x5f4)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CalcMenuBar                          0x7dc72fe1      0x00022fe1       1525 (0x5f5)     user32.dll          C:\Windows\System32\user32.dll           Exported Function
   CalculatePopupWindowPosition         0x7dcc7fa7      0x00077fa7       1526 (0x5f6)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CallMsgFilter                        0x7dcc6fda      0x00076fda       1527 (0x5f7)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CallMsgFilterA                       0x7dcc6fda      0x00076fda       1528 (0x5f8)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CallMsgFilterW                       0x7dc8ffe3      0x0003ffe3       1529 (0x5f9)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CallNextHookEx                       0x7dc8f006      0x0003f006       1530 (0x5fa)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CallWindowProcA                      0x7dc77af4      0x00027af4       1531 (0x5fb)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CallWindowProcW                      0x7dc70abb      0x00020abb       1532 (0x5fc)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CancelShutdown                       0x7dcb0bd6      0x00060bd6       1533 (0x5fd)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CascadeChildWindows                  0x7dca9909      0x00059909       1534 (0x5fe)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   CascadeWindows                       0x7dcbd09e      0x0006d09e       1535 (0x5ff)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

   ChangeClipboardChain                 0x7dc8ec67      0x0003ec67       1536 (0x600)     user32.dll          C:\Windows\System32\user32.dll           Exported Function

